ds,yearly
2021-01-17,0.1898273465624855
2021-01-24,0.19349372705484913
2021-01-31,0.15719715546134946
2021-02-07,0.09082246032734552
2021-02-14,0.03914664498444804
2021-02-21,0.028671999389425766
2021-02-28,0.045099883273779305
2021-03-07,0.062353090258358376
2021-03-14,0.07704147818065911
2021-03-21,0.10129342452436206
2021-03-28,0.12900169120335503
2021-04-04,0.12947401885478377
2021-04-11,0.08478994085698432
2021-04-18,0.023450429426995656
2021-04-25,0.000661677428971392
2021-05-02,0.04217284902285974
2021-05-09,0.1186482341910258
2021-05-16,0.18332726232597604
2021-05-23,0.22734342253598103
2021-05-30,0.2839430948877526
2021-06-06,0.37637725767768765
2021-06-13,0.47557427696817545
2021-06-20,0.5226000083796241
2021-06-27,0.49060541484331305
2021-07-04,0.41202630940148677
2021-07-11,0.3399905654806704
2021-07-18,0.29287445661056155
2021-07-25,0.24765058021913572
2021-08-01,0.1831627960933325
2021-08-08,0.11333174975266372
2021-08-15,0.06920134911306708
2021-08-22,0.058827687232898336
2021-08-29,0.06143927326230139
2021-09-05,0.06232177869671968
2021-09-12,0.07684252613704319
